chrom	left	right	max_coverage	gene_id	strand	pval	height	gene_name	Fold change SP/OO GL	Classification OO/SP GL	Oo. expression	Sp. expression	Wormbase ID	Program	WB ID	biotype	chrm	location
I	14855943	14856000	4	WBGene00006789	-	0	4.0	unc-54	0.7430115	Gender Neutral	15.1757	24.0147	WBGene00006789	Spermatogenic only	WBGene00006789	protein_coding	I	3'UTR
I	14856086	14856147	4	WBGene00006789	-	0	4.0	unc-54	0.7430115	Gender Neutral	15.1757	24.0147	WBGene00006789	Spermatogenic only	WBGene00006789	protein_coding	I	3'UTR
I	14859504	14859569	3	WBGene00006789	-	0	3.0	unc-54	0.7430115	Gender Neutral	15.1757	24.0147	WBGene00006789	Spermatogenic only	WBGene00006789	protein_coding	I	CDS
I	6469669	6469810	4	WBGene00000386	-	0	4.0	cdc-25.1	-1.202151	Oogenic	162.342	67.2003	WBGene00000386	Oogenic only	WBGene00000386	protein_coding	I	3'UTR
I	12041112	12041198	4	WBGene00010244	+	0	4.0	F58D5.5	0.1827618	Gender Neutral	77.7216	84.8159	WBGene00010244	Oogenic only	WBGene00010244	protein_coding	I	5'UTR
IV	11527726	11527808	4	WBGene00003218	+	0	4.0	mep-1	-0.4056936	Gender Neutral	93.5494	67.5559	WBGene00003218	Oogenic only	WBGene00003218	protein_coding	IV	3'UTR
III	4084351	4084425	3	WBGene00002202	-	0	3.0	kin-19	0.6396027	Gender Neutral	259.664	393.059	WBGene00002202	Oogenic only	WBGene00002202	protein_coding	III	3'UTR
III	4084447	4084529	3	WBGene00002202	-	0	3.0	kin-19	0.6396027	Gender Neutral	259.664	393.059	WBGene00002202	Oogenic only	WBGene00002202	protein_coding	III	3'UTR
III	4084664	4084717	2	WBGene00002202	-	0	2.0	kin-19	0.6396027	Gender Neutral	259.664	393.059	WBGene00002202	Oogenic only	WBGene00002202	protein_coding	III	3'UTR
II	14582302	14582356	2	WBGene00007244	-	0	2.0	C01G12.3	6.918496	Spermatogenic	2.05218	210.763	WBGene00007244	Oogenic and Spermatogenic	WBGene00007244	protein_coding	II	5'UTR
IV	506817	506853	2	WBGene00021012	-	0	2.0	pig-1	-1.099775	Oogenic	60.9057	28.0725	WBGene00021012	Oogenic only	WBGene00021012	protein_coding	IV	3'UTR
I	10186243	10186289	3	WBGene00007710	+	0	3.0	rsa-1	-0.4340673	Gender Neutral	151.331	111.165	WBGene00007710	Oogenic only	WBGene00007710	protein_coding	I	CDS
I	10187480	10187522	2	WBGene00007710	+	0	2.0	rsa-1	-0.4340673	Gender Neutral	151.331	111.165	WBGene00007710	Oogenic only	WBGene00007710	protein_coding	I	3'UTR
II	14652307	14652348	3	WBGene00006787	-	0	3.0	unc-52	1.573643	Spermatogenic	2.10331	5.11364	WBGene00006787	Spermatogenic only	WBGene00006787	protein_coding	II	CDS
V	3701520	3701569	4	WBGene00021078	+	0	4.0	unc-132	0.6697695	Gender Neutral	33.9029	52.9015	WBGene00021078	Oogenic only	WBGene00021078	protein_coding	V	3'UTR
III	8402116	8402188	2	WBGene00022702	-	0	2.0	cutc-1	-0.3745369	Gender Neutral	85.6248	63.6735	WBGene00022702	Oogenic only	WBGene00022702	protein_coding	III	3'UTR
I	12060526	12060643	6	WBGene00002000	-	0	4.0	hrp-2	-0.4198676	Gender Neutral	211.393	151.619	WBGene00002000	Oogenic only	WBGene00002000	protein_coding	I	3'UTR
I	12060707	12060837	4	WBGene00002000	-	0	4.0	hrp-2	-0.4198676	Gender Neutral	211.393	151.619	WBGene00002000	Oogenic only	WBGene00002000	protein_coding	I	3'UTR
X	5112685	5112733	2	WBGene00000149	-	0	2.0	apl-1	0.9759464	Gender Neutral	6.13628	11.615	WBGene00000149	Oogenic and Spermatogenic	WBGene00000149	protein_coding	X	3'UTR
X	5113032	5113085	3	WBGene00000149	-	0	3.0	apl-1	0.9759464	Gender Neutral	6.13628	11.615	WBGene00000149	Oogenic and Spermatogenic	WBGene00000149	protein_coding	X	3'UTR
IV	11859751	11859815	4	WBGene00002363	+	0	4.0	let-92	-0.2411794	Gender Neutral	247.959	210.194	WBGene00002363	Oogenic only	WBGene00002363	protein_coding	IV	3'UTR
IV	11860217	11860302	3	WBGene00002363	+	0	3.0	let-92	-0.2411794	Gender Neutral	247.959	210.194	WBGene00002363	Oogenic only	WBGene00002363	protein_coding	IV	3'UTR
V	10127567	10127641	2	WBGene00000142	-	0	2.0	aos-1	0.01230228	Gender Neutral	165.832	159.004	WBGene00000142	Oogenic only	WBGene00000142	protein_coding	V	3'UTR
I	12534245	12534279	2	WBGene00012208	+	0	2.0	W02D9.2	0.8678143	Gender Neutral	94.4586	170.77	WBGene00012208	Oogenic only	WBGene00012208	protein_coding	I	3'UTR
III	10722274	10722339	4	WBGene00012360	-	0	4.0	tat-3	1.189945	Spermatogenic	45.8809	99.9638	WBGene00012360	Oogenic and Spermatogenic	WBGene00012360	protein_coding	III	3'UTR
III	10722344	10722455	2	WBGene00012360	-	0	2.0	tat-3	1.189945	Spermatogenic	45.8809	99.9638	WBGene00012360	Oogenic and Spermatogenic	WBGene00012360	protein_coding	III	3'UTR
II	12727069	12727113	2	WBGene00012896	-	0	2.0	snrp-200	-0.1472587	Gender Neutral	69.2129	60.8617	WBGene00012896	Oogenic only	WBGene00012896	protein_coding	II	3'UTR
X	7230784	7230893	4	WBGene00018519	-	0	4.0	F46H5.3	0.3785627	Gender Neutral	122.249	151.903	WBGene00018519	Oogenic and Spermatogenic	WBGene00018519	protein_coding	X	3'UTR
I	9138717	9138755	3	WBGene00014119	-	0	3.0	ZK858.6					WBGene00014119	Oogenic only	WBGene00014119	protein_coding	I	3'UTR
I	9138905	9138937	2	WBGene00014119	-	0	2.0	ZK858.6					WBGene00014119	Oogenic only	WBGene00014119	protein_coding	I	CDS
II	9617876	9617916	4	WBGene00001038	-	0	4.0	dnj-20	0.9864706	Gender Neutral	54.0077	104.883	WBGene00001038	Oogenic and Spermatogenic	WBGene00001038	protein_coding	II	3'UTR
III	10209414	10209469	4	WBGene00011867	+	0	4.0	chc-1	0.1906522	Gender Neutral	150.115	165.47	WBGene00011867	Oogenic only	WBGene00011867	protein_coding	III	3'UTR
II	7029897	7029944	2	WBGene00016888	+	0	2.0	C52E12.1	-0.1353435	Gender Neutral	51.8785	44.8253	WBGene00016888	Oogenic only	WBGene00016888	protein_coding	II	3'UTR
V	12484390	12484421	2	WBGene00000228	+	0	2.0	atn-1	2.938926	Spermatogenic	4.71529	33.5775	WBGene00000228	Spermatogenic only	WBGene00000228	protein_coding	V	3'UTR
III	5230377	5230483	5	WBGene00000229	+	0	4.0	atp-2	0.2640723	Gender Neutral	1198.22	1396.0	WBGene00000229	Oogenic and Spermatogenic	WBGene00000229	protein_coding	III	3'UTR
III	5853613	5853669	2	WBGene00000381	-	0	2.0	cct-6	-0.3922476	Gender Neutral	363.639	266.277	WBGene00000381	Oogenic only	WBGene00000381	protein_coding	III	3'UTR
III	4499274	4499316	4	WBGene00000380	-	0	4.0	cct-5	-0.2254844	Gender Neutral	632.228	512.863	WBGene00000380	Oogenic only	WBGene00000380	protein_coding	III	3'UTR
X	6792572	6792603	3	WBGene00000216	+	0	3.0	asp-3	1.330995	Gender Neutral	34.8371	83.9896	WBGene00000216	Oogenic and Spermatogenic	WBGene00000216	protein_coding	X	3'UTR
I	9993664	9993732	4	WBGene00011945	+	0	4.0	hpo-24					WBGene00011945	Oogenic only	WBGene00011945	protein_coding	I	3'UTR
III	190704	190752	2	WBGene00006715	+	0	2.0	ubc-20	-0.01981428	Gender Neutral	210.25	195.525	WBGene00006715	Oogenic only	WBGene00006715	protein_coding	III	3'UTR
IV	5086636	5086689	4	WBGene00015330	+	0	4.0	C02B10.5	-0.445895	Gender Neutral	33.2378	25.3568	WBGene00015330	Oogenic only	WBGene00015330	protein_coding	IV	3'UTR
III	4939334	4939386	4	WBGene00001499	+	0	4.0	fsn-1	-0.6008868	Gender Neutral	150.18	92.9096	WBGene00001499	Oogenic only	WBGene00001499	protein_coding	III	3'UTR
III	7767736	7767779	4	WBGene00022793	-	0	4.0	ZK686.3	0.4895379	Gender Neutral	149.966	220.301	WBGene00022793	Oogenic and Spermatogenic	WBGene00022793	protein_coding	III	3'UTR
I	2209444	2209504	3	WBGene00021009	+	0	3.0	afd-1	-1.275889	Oogenic	16.9883	6.93141	WBGene00021009	Oogenic only	WBGene00021009	protein_coding	I	3'UTR
III	4172660	4172743	4	WBGene00007624	-	0	4.0	hrde-1					WBGene00007624	Oogenic only	WBGene00007624	protein_coding	III	3'UTR
III	3841424	3841487	2	WBGene00007965	-	0	2.0	C36A4.4	-0.8901572	Gender Neutral	196.56	102.088	WBGene00007965	Oogenic and Spermatogenic	WBGene00007965	protein_coding	III	3'UTR
V	8615388	8615474	4	WBGene00018285	+	0	4.0	smk-1					WBGene00018285	Oogenic only	WBGene00018285	protein_coding	V	3'UTR
V	8615552	8615615	2	WBGene00018285	+	0	2.0	smk-1					WBGene00018285	Oogenic only	WBGene00018285	protein_coding	V	3'UTR
IV	12692237	12692344	5	WBGene00011940	+	0	4.0	T23B5.3	0.5087681	Gender Neutral	78.7171	86.9016	WBGene00011940	Oogenic only	WBGene00011940	protein_coding	IV	CDS
IV	12703778	12703820	2	WBGene00011940	+	0	2.0	T23B5.3	0.5087681	Gender Neutral	78.7171	86.9016	WBGene00011940	Oogenic only	WBGene00011940	protein_coding	IV	3'UTR
II	551347	551429	2	WBGene00015646	+	0	2.0	mlt-10	-3.951065	Oogenic	1.22499	0.046366	WBGene00015646	Oogenic only	WBGene00015646	protein_coding	II	CDS
I	572345	572381	2	WBGene00001725	-	0	2.0	grl-16	-1.233179	Gender Neutral	0.754939	0.355615	WBGene00001725	Oogenic and Spermatogenic	WBGene00001725	protein_coding	I	3'UTR
IV	4449713	4449761	3	WBGene00019946	+	0	3.0	chat-1	-0.3054699	Gender Neutral	95.8836	73.7424	WBGene00019946	Oogenic only	WBGene00019946	protein_coding	IV	3'UTR
II	12174054	12174097	3	WBGene00004394	+	0	3.0	rol-1	-1.716011	Gender Neutral	1.26664	0.295917	WBGene00004394	Oogenic and Spermatogenic	WBGene00004394	protein_coding	II	CDS
I	7699648	7699693	4	WBGene00001647	+	0	4.0	gna-2	-2.34025	Oogenic	204.873	38.7236	WBGene00001647	Oogenic only	WBGene00001647	protein_coding	I	5'UTR
X	13443385	13443442	2	WBGene00014304	-	0	2.0	F02D10.t3					WBGene00014304		WBGene00014304	tRNA	X	ncRNA
II	163084	163130	3	WBGene00001340	+	0	3.0	etr-1	-1.462033	Oogenic	49.6052	17.4806	WBGene00001340	Oogenic only	WBGene00001340	protein_coding	II	5'UTR
IV	10279495	10279548	3	WBGene00006568	-	0	3.0	thk-1	-0.4697912	Gender Neutral	66.2457	37.8465	WBGene00006568	Oogenic only	WBGene00006568	protein_coding	IV	3'UTR
I	9515038	9515081	2	WBGene00077771	-	0	2.0	C41G7.9	0.3693431	Gender Neutral	203.361	251.275	WBGene00077771	Oogenic and Spermatogenic	WBGene00077771	protein_coding	I	3'UTR
III	9694705	9694752	2	WBGene00007400	-	0	2.0	C07A9.2	-0.5479513	Gender Neutral	192.715	125.477	WBGene00007400	Oogenic only	WBGene00007400	protein_coding	III	3'UTR
III	9694777	9694827	2	WBGene00007400	-	0	2.0	C07A9.2	-0.5479513	Gender Neutral	192.715	125.477	WBGene00007400	Oogenic only	WBGene00007400	protein_coding	III	3'UTR
I	348148	348204	2	WBGene00021658	+	0	2.0	Y48G1A.2	-2.43161	Oogenic	122.258	21.6502	WBGene00021658	Oogenic only	WBGene00021658	protein_coding	I	3'UTR
II	7296247	7296298	4	WBGene00004244	-	0	4.0	puf-8	-0.7675775	Gender Neutral	98.7465	55.799	WBGene00004244	Oogenic only	WBGene00004244	protein_coding	II	3'UTR
IV	8889040	8889087	4	WBGene00003864	+	0	4.0	oma-1	-1.163792	Oogenic	281.88	121.441	WBGene00003864	Oogenic only	WBGene00003864	protein_coding	IV	5'UTR
IV	8890787	8890835	4	WBGene00003864	+	0	4.0	oma-1	-1.163792	Oogenic	281.88	121.441	WBGene00003864	Oogenic only	WBGene00003864	protein_coding	IV	3'UTR
II	11707494	11707536	4	WBGene00008743	-	0	4.0	F13D12.9	6.89789	Spermatogenic	1.02696	358.971	WBGene00008743	Spermatogenic only	WBGene00008743	protein_coding	II	3'UTR
I	7160793	7160876	3	WBGene00006963	+	0	3.0	xpa-1	-0.03933015	Gender Neutral	87.7148	83.2681	WBGene00006963	Oogenic only	WBGene00006963	protein_coding	I	3'UTR
V	6221788	6221830	2	WBGene00023159	-	0	2.0	W06H8.5	-0.420928	Gender Neutral	6.20334	4.39575	WBGene00023159	Oogenic and Spermatogenic	WBGene00023159	ncRNA	V	ncRNA
IV	7499510	7499616	3	WBGene00006967	+	0	3.0	yrn-1					WBGene00006967		WBGene00006967	ncRNA	IV	ncRNA
IV	11583779	11583825	2	WBGene00004360	+	0	2.0	rib-1	-0.9464425	Gender Neutral	32.0559	16.3167	WBGene00004360	Oogenic only	WBGene00004360	protein_coding	IV	3'UTR
II	6366582	6366659	2	WBGene00019606	+	0	2.0	clec-88	-2.91533	Oogenic	482.849	62.2916	WBGene00019606	Oogenic only	WBGene00019606	protein_coding	II	3'UTR
III	9898877	9898938	3	WBGene00009594	-	0	3.0	cyld-1	-0.3159911	Gender Neutral	71.1287	55.2891	WBGene00009594	Oogenic only	WBGene00009594	protein_coding	III	3'UTR
III	13457975	13458027	4	WBGene00012097	-	0	4.0	abcf-2	0.3673952	Gender Neutral	260.097	323.713	WBGene00012097	Oogenic only	WBGene00012097	protein_coding	III	3'UTR
IV	11446694	11446755	2	WBGene00002192	+	0	2.0	kin-4	-1.076074	Oogenic	62.5308	28.8631	WBGene00002192	Oogenic only	WBGene00002192	protein_coding	IV	3'UTR
IV	11446787	11446885	4	WBGene00002192	+	0	4.0	kin-4	-1.076074	Oogenic	62.5308	28.8631	WBGene00002192	Oogenic only	WBGene00002192	protein_coding	IV	3'UTR
III	2503530	2503581	2	WBGene00021852	-	0	2.0	Y54F10AM.8	0.7481341	Gender Neutral	2.97324	4.2986	WBGene00021852	Oogenic and Spermatogenic	WBGene00021852	protein_coding	III	3'UTR
I	10736275	10736342	4	WBGene00002191	+	0	4.0	kin-3	0.6113644	Gender Neutral	245.346	362.995	WBGene00002191	Oogenic and Spermatogenic	WBGene00002191	protein_coding	I	3'UTR
I	10736519	10736578	4	WBGene00002191	+	0	4.0	kin-3	0.6113644	Gender Neutral	245.346	362.995	WBGene00002191	Oogenic and Spermatogenic	WBGene00002191	protein_coding	I	3'UTR
V	4689162	4689212	3	WBGene00019354	+	0	3.0	K03B4.2					WBGene00019354	Oogenic only	WBGene00019354	protein_coding	V	3'UTR
III	8969993	8970026	2	WBGene00001227	-	0	2.0	eif-3.D	0.3400382	Gender Neutral	222.334	271.738	WBGene00001227	Oogenic and Spermatogenic	WBGene00001227	protein_coding	III	CDS
II	6361477	6361603	5	WBGene00019608	-	0	4.0	ani-2	0.3216226	Gender Neutral	105.521	126.337	WBGene00019608	Oogenic only	WBGene00019608	protein_coding	II	3'UTR
I	4646876	4646926	4	WBGene00004415	-	0	4.0	rpl-4	0.2969504	Gender Neutral	2708.42	3203.24	WBGene00004415	Oogenic and Spermatogenic	WBGene00004415	protein_coding	I	CDS
V	6395692	6395724	2	WBGene00001581	-	0	2.0	gfi-1	1.833554	Gender Neutral	1.54262	4.72729	WBGene00001581	Oogenic and Spermatogenic	WBGene00001581	protein_coding	V	CDS
I	9743958	9744024	2	WBGene00001582	+	0	2.0	gfi-2	-1.313418	Oogenic	82.9711	32.3301	WBGene00001582	Oogenic only	WBGene00001582	protein_coding	I	3'UTR
I	5775563	5775607	2	WBGene00001856	+	0	2.0	hil-5	-0.6598077	Gender Neutral	644.548	393.292	WBGene00001856	Oogenic and Spermatogenic	WBGene00001856	protein_coding	I	3'UTR
I	2875504	2875564	2	WBGene00004412	-	0	2.0	rpl-1	0.3880108	Gender Neutral	3022.39	3876.72	WBGene00004412	Oogenic and Spermatogenic	WBGene00004412	ncRNA	I	CDS
III	4877656	4877702	2	WBGene00016449	-	0	2.0	C35D10.13	-1.001823	Oogenic	234.891	111.69	WBGene00016449	Oogenic only	WBGene00016449	protein_coding	III	3'UTR
III	4423279	4423315	4	WBGene00000520	+	0	4.0	cku-80	-0.8134696	Gender Neutral	51.9662	28.4471	WBGene00000520	Oogenic only	WBGene00000520	protein_coding	III	3'UTR
II	732372	732417	2	WBGene00021456	+	0	2.0	Y39F10B.1	-0.009753708	Gender Neutral	68.1281	62.6056	WBGene00021456	Oogenic only	WBGene00021456	protein_coding	II	3'UTR
I	12919187	12919254	3	WBGene00001427	+	0	3.0	fkb-2	0.8004255	Gender Neutral	1037.59	1728.39	WBGene00001427	Oogenic and Spermatogenic	WBGene00001427	protein_coding	I	3'UTR
I	7318056	7318144	3	WBGene00009915	+	0	2.0	F52A8.1	-1.347159	Oogenic	118.614	45.2084	WBGene00009915	Oogenic only	WBGene00009915	protein_coding	I	3'UTR
I	11649590	11649656	4	WBGene00014542	+	0	4.0	W04G5.11					WBGene00014542		WBGene00014542	snRNA	I	ncRNA
II	11547159	11547199	2	WBGene00001031	+	0	2.0	dnj-13	0.01166921	Gender Neutral	285.574	276.836	WBGene00001031	Oogenic only	WBGene00001031	protein_coding	II	3'UTR
III	10613883	10613928	2	WBGene00012660	+	0	2.0	Y39A1A.24	2.416	Spermatogenic	42.4865	199.53	WBGene00012660	Oogenic and Spermatogenic	WBGene00012660	protein_coding	III	5'UTR
X	12890283	12890360	3	WBGene00014417	-	0	3.0	K02A4.t2					WBGene00014417		WBGene00014417	tRNA	X	ncRNA
V	5503160	5503209	3	WBGene00001037	-	0	3.0	dnj-19	0.3101476	Gender Neutral	366.126	437.074	WBGene00001037	Oogenic and Spermatogenic	WBGene00001037	protein_coding	V	3'UTR
I	8845882	8845918	4	WBGene00002035	-	0	4.0	hum-1	-2.363847	Oogenic	39.0914	7.27997	WBGene00002035	Oogenic only	WBGene00002035	protein_coding	I	3'UTR
I	9605789	9605840	2	WBGene00014424	+	0	2.0	K07A1.t1					WBGene00014424		WBGene00014424	tRNA	I	ncRNA
MtDNA	11613	11641	3	WBGene00010966	+	0	3.0	nduo-3					WBGene00010966	Spermatogenic only	WBGene00010966	protein_coding	MtDNA	CDS
V	9399704	9399822	7	WBGene00002036	+	0	4.0	hum-2	-0.05472606	Gender Neutral	68.6086	49.5086	WBGene00002036	Oogenic only	WBGene00002036	protein_coding	V	3'UTR
MtDNA	6314	6374	2	WBGene00010962	+	0	2.0	ctc-3					WBGene00010962	Spermatogenic only	WBGene00010962	protein_coding	MtDNA	CDS
MtDNA	7001	7052	2	WBGene00010963	+	0	2.0	nduo-4					WBGene00010963	Spermatogenic only	WBGene00010963	protein_coding	MtDNA	CDS
I	13287822	13287856	2	WBGene00010807	-	0	2.0	M01E5.4	-0.2622308	Gender Neutral	104.962	82.8841	WBGene00010807	Oogenic only	WBGene00010807	protein_coding	I	3'UTR
V	4891274	4891396	4	WBGene00020588	+	0	4.0	T19H12.2	-0.6946431	Gender Neutral	710.096	423.196	WBGene00020588	Oogenic and Spermatogenic	WBGene00020588	protein_coding	V	3'UTR
I	11913004	11913075	2	WBGene00001836	-	0	2.0	hda-3	-0.3478071	Gender Neutral	62.5199	47.7198	WBGene00001836	Oogenic only	WBGene00001836	protein_coding	I	3'UTR
III	7357676	7357714	2	WBGene00017269	-	0	2.0	F08F8.4	-0.3983237	Gender Neutral	94.0044	67.6971	WBGene00017269	Oogenic only	WBGene00017269	protein_coding	III	3'UTR
III	5676409	5676486	2	WBGene00003918	+	0	2.0	par-3	-1.286775	Oogenic	87.6621	35.0722	WBGene00003918	Oogenic only	WBGene00003918	protein_coding	III	3'UTR
V	14112101	14112144	2	WBGene00003916	-	0	2.0	par-1	0.577954	Gender Neutral	38.6841	56.8521	WBGene00003916	Oogenic only	WBGene00003916	protein_coding	V	3'UTR
III	5321376	5321530	8	WBGene00004095	+	0	4.0	pqe-1	-0.3139391	Gender Neutral	80.7192	57.9189	WBGene00004095	Oogenic only	WBGene00004095	protein_coding	III	3'UTR
I	5158759	5158800	3	WBGene00004094	-	0	3.0	ppw-2	0.5679163	Gender Neutral	60.4787	86.2153	WBGene00004094	Oogenic only	WBGene00004094	protein_coding	I	3'UTR
II	8255131	8255165	2	WBGene00009404	+	0	2.0	F35C11.5	-0.726339	Gender Neutral	156.438	91.6753	WBGene00009404	Oogenic only	WBGene00009404	protein_coding	II	3'UTR
II	5712522	5712579	4	WBGene00015943	-	0	4.0	tiar-1	-0.7731328	Gender Neutral	203.283	115.612	WBGene00015943	Oogenic only	WBGene00015943	protein_coding	II	3'UTR
IV	8285221	8285290	4	WBGene00019509	-	0	4.0	K07H8.9	3.260103	Spermatogenic	31.0927	275.198	WBGene00019509	Oogenic and Spermatogenic	WBGene00019509	protein_coding	IV	3'UTR
II	10303087	10303133	4	WBGene00006918	-	0	4.0	vha-9	-0.6166823	Gender Neutral	301.619	188.039	WBGene00006918	Oogenic and Spermatogenic	WBGene00006918	protein_coding	II	3'UTR
III	5730027	5730080	4	WBGene00015083	+	0	4.0	egg-1	-2.985936	Oogenic	549.181	61.3297	WBGene00015083	Oogenic only	WBGene00015083	protein_coding	III	3'UTR
IV	12650439	12650499	2	WBGene00006916	+	0	2.0	vha-7	-1.976872	Oogenic	52.0537	12.7048	WBGene00006916	Oogenic only	WBGene00006916	protein_coding	IV	3'UTR
IV	6792137	6792218	4	WBGene00006917	+	0	4.0	vha-8	0.01912081	Gender Neutral	156.316	152.094	WBGene00006917	Oogenic and Spermatogenic	WBGene00006917	protein_coding	IV	3'UTR
I	6915953	6916034	4	WBGene00016741	+	0	4.0	C48B6.3	-0.4465558	Gender Neutral	127.593	88.5599	WBGene00016741	Oogenic only	WBGene00016741	protein_coding	I	3'UTR
IV	2314691	2314781	6	WBGene00006912	-	0	4.0	vha-3	0.8344661	Gender Neutral	19.0895	31.6653	WBGene00006912	Oogenic and Spermatogenic	WBGene00006912	protein_coding	IV	3'UTR
IV	2315944	2315988	2	WBGene00006912	-	0	2.0	vha-3	0.8344661	Gender Neutral	19.0895	31.6653	WBGene00006912	Oogenic and Spermatogenic	WBGene00006912	protein_coding	IV	5'UTR
III	9781940	9781986	4	WBGene00006910	+	0	4.0	vha-1	-0.07649359	Gender Neutral	207.608	189.275	WBGene00006910	Oogenic and Spermatogenic	WBGene00006910	protein_coding	III	3'UTR
III	9782751	9782807	4	WBGene00006911	+	0	4.0	vha-2	-0.291974	Gender Neutral	391.679	310.79	WBGene00006911	Oogenic and Spermatogenic	WBGene00006911	protein_coding	III	3'UTR
III	9782978	9783031	4	WBGene00006911	+	0	4.0	vha-2	-0.291974	Gender Neutral	391.679	310.79	WBGene00006911	Oogenic and Spermatogenic	WBGene00006911	protein_coding	III	3'UTR
III	12881038	12881114	4	WBGene00006804	-	0	4.0	unc-71	-1.44421	Oogenic	41.6705	15.0176	WBGene00006804	Oogenic only	WBGene00006804	protein_coding	III	3'UTR
V	10004980	10005046	4	WBGene00010697	+	0	4.0	uda-1	-0.6532923	Gender Neutral	83.9691	50.4454	WBGene00010697	Oogenic and Spermatogenic	WBGene00010697	protein_coding	V	CDS
IV	13106747	13106778	2	WBGene00023421	+	0	2.0	rde-11	-0.2821494	Gender Neutral	55.9093	42.5279	WBGene00023421	Oogenic and Spermatogenic	WBGene00023421	protein_coding	IV	3'UTR
I	4358866	4358907	2	WBGene00000140	+	0	2.0	anc-1	1.06125	Spermatogenic	1.26005	2.44735	WBGene00000140	Spermatogenic only	WBGene00000140	protein_coding	I	3'UTR
IV	8082993	8083049	4	WBGene00004732	+	0	4.0	sax-7	-0.364347	Gender Neutral	83.9852	63.2968	WBGene00004732	Oogenic only	WBGene00004732	protein_coding	IV	3'UTR
IV	8083097	8083214	4	WBGene00004732	+	0	4.0	sax-7	-0.364347	Gender Neutral	83.9852	63.2968	WBGene00004732	Oogenic only	WBGene00004732	protein_coding	IV	3'UTR
IV	8083352	8083398	2	WBGene00004732	+	0	2.0	sax-7	-0.364347	Gender Neutral	83.9852	63.2968	WBGene00004732	Oogenic only	WBGene00004732	protein_coding	IV	3'UTR
II	10951720	10951768	3	WBGene00003783	-	0	3.0	nos-1	-1.567481	Oogenic	55.9927	18.3597	WBGene00003783	Oogenic only	WBGene00003783	protein_coding	II	3'UTR
II	10951774	10951828	2	WBGene00003783	-	0	2.0	nos-1	-1.567481	Oogenic	55.9927	18.3597	WBGene00003783	Oogenic only	WBGene00003783	protein_coding	II	3'UTR
II	9750265	9750328	3	WBGene00003785	+	0	3.0	nos-3	-0.2984858	Gender Neutral	117.214	93.2999	WBGene00003785	Oogenic only	WBGene00003785	protein_coding	II	3'UTR
II	9750338	9750383	3	WBGene00003785	+	0	3.0	nos-3	-0.2984858	Gender Neutral	117.214	93.2999	WBGene00003785	Oogenic only	WBGene00003785	protein_coding	II	3'UTR
III	10812577	10812628	2	WBGene00004736	-	0	2.0	sca-1	0.3111894	Gender Neutral	140.312	167.818	WBGene00004736	Oogenic and Spermatogenic	WBGene00004736	protein_coding	III	CDS
II	10605998	10606064	4	WBGene00007561	-	0	4.0	ccm-3	0.1151228	Gender Neutral	80.6504	81.8083	WBGene00007561	Oogenic only	WBGene00007561	protein_coding	II	3'UTR
I	4181824	4181911	2	WBGene00020031	+	0	2.0	R12E2.2	-0.2382713	Gender Neutral	85.8644	70.1214	WBGene00020031	Oogenic and Spermatogenic	WBGene00020031	protein_coding	I	3'UTR
